ID,mushroom_id,cap-shape,cap-surface,cap-color,bruises,number_of_bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
6725,7678,bell,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6726,7679,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6727,7680,bell,fibrous,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6728,7682,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6729,7684,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6730,7685,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6731,7686,knobbed,scaly,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,p
6732,7687,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths,p
6733,7691,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths,p
6734,7693,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6735,7694,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods,p
6736,7695,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6737,7696,knobbed,scaly,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6738,7698,knobbed,fibrous,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6739,7700,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6740,7702,flat,scaly,brown,no,0,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,scaly,scaly,brown,brown,partial,white,2,pendant,white,solitary,paths,e
6741,7704,flat,smooth,gray,bruises,21,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,white,solitary,paths,e
6742,7705,convex,smooth,pink,bruises,19,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,white,several,paths,e
6743,7707,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths,p
6744,7708,knobbed,scaly,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6745,7709,knobbed,scaly,red,no,0,musty,gills attached to stalk,close,broad,yellow,stalk enlarges toward base,club,silky,scaly,cinnamon,cinnamon,partial,white,None,None,white,clustered,woods,p
6746,7712,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6747,7714,convex,scaly,cinnamon,no,0,musty,gills free from stalk,close,broad,white,stalk enlarges toward base,club,silky,scaly,cinnamon,cinnamon,partial,white,None,None,white,clustered,woods,p
6748,7717,bell,scaly,brown,no,0,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,scaly,scaly,brown,brown,partial,white,2,pendant,white,solitary,woods,e
6749,7718,flat,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6750,7719,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6751,7720,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6752,7721,convex,scaly,brown,bruises,6,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,white,several,paths,e
6753,7722,flat,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6754,7724,bell,fibrous,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6755,7725,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6756,7726,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6757,7727,convex,scaly,brown,no,0,musty,gills attached to stalk,close,broad,yellow,stalk enlarges toward base,club,silky,scaly,cinnamon,cinnamon,partial,white,None,None,white,clustered,woods,p
6758,7728,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,p
6759,7730,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths,p
6760,7733,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,p
6761,7735,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6762,7736,bell,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6763,7738,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths,p
6764,7740,knobbed,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6765,7742,knobbed,smooth,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6766,7743,knobbed,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6767,7744,knobbed,fibrous,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6768,7746,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6769,7747,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6770,7748,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6771,7749,knobbed,fibrous,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6772,7750,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6773,7751,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods,p
6774,7752,knobbed,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6775,7753,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6776,7754,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6777,7755,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods,p
6778,7756,knobbed,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths,p
6779,7757,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths,p
6780,7760,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6781,7761,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6782,7763,bell,smooth,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6783,7764,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths,p
6784,7766,knobbed,smooth,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,white,partial,white,1,evanescent,white,several,woods,p
6785,7767,knobbed,smooth,red,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods,p
6786,7768,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths,p
6787,7769,bell,fibrous,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6788,7770,knobbed,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods,p
6789,7771,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6790,7772,bell,smooth,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6791,7773,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6792,7774,convex,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths,p
6793,7776,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,numerous,grasses,e
6794,7777,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,gray,stalk enlarges toward base,missing,silky,silky,white,white,partial,white,2,pendant,white,scattered,grasses,e
6795,7778,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths,p
6796,7779,knobbed,smooth,brown,no,0,None,gills free from stalk,close,broad,white,stalk enlarges toward base,bulbous,scaly,scaly,brown,brown,partial,white,2,pendant,white,solitary,woods,e
6797,7780,knobbed,smooth,red,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods,p
6798,7783,bell,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6799,7786,flat,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths,p
6800,7787,flat,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods,p
6801,7789,knobbed,scaly,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods,p
6802,7790,knobbed,smooth,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6803,7792,knobbed,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths,p
6804,7793,knobbed,smooth,brown,no,0,fishy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths,p
6805,7794,knobbed,smooth,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods,p
6806,7795,knobbed,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk enlarges toward base,missing,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses,e
6807,7797,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,pendant,white,scattered,grasses,e
6808,7798,knobbed,scaly,red,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods,p
